Customer_ID,Age,Gender,Marital_Status,Education,Employment_Type,Job_Experience,Annual_Income,Monthly_Income,Credit_Score,Loan_Amount,Loan_Term,Interest_Rate,EMI,Existing_Loans,Debt_To_Income_Ratio,Number_of_Dependents,Savings_Balance,Current_Balance,Home_Ownership,Loan_Purpose,Previous_Defaults,Loan_Status,Default
12484,36,Male,Married,High School,Salaried,1,59166.71,4930.56,606,18448.24,12,0.1456,1661.28,0,0.3369,0,5418.5,2435.42,Own,Education,0,Approved,No
12485,62,Female,Married,High School,Unemployed,0,3657.18,304.76,630,15605.63,24,0.1444,752.52,0,1.5,1,4484.8,3913.36,Rent,Home,1,Defaulted,Yes
12486,50,Male,Married,Bachelor,Salaried,24,152694.09,12724.51,629,93352.02,36,0.1324,3156.2,0,0.248,0,53880.25,15064.5,Mortgage,Auto,1,Approved,No
12487,36,Male,Married,Bachelor,Salaried,7,84280.58,7023.38,694,56561.22,24,0.1172,2655.14,1,0.4162,0,0.0,0.0,Mortgage,Auto,0,Approved,No
12488,32,Female,Divorced,Master,Unemployed,0,3104.95,258.75,570,3000.0,36,0.1787,108.26,0,0.2165,3,5881.49,2950.06,Rent,Auto,1,Defaulted,Yes
12489,37,Female,Married,High School,Self-Employed,3,35171.51,2930.96,595,28883.04,48,0.1635,823.74,1,0.3998,2,11152.56,4907.91,Mortgage,Personal,0,Approved,No
12490,36,Male,Single,Master,Self-Employed,11,164929.45,13744.12,594,351688.22,24,0.153,17102.35,2,1.2827,0,25728.84,7083.05,Mortgage,Home,1,Defaulted,Yes
12491,32,Female,Married,PhD,Salaried,1,189438.68,15786.56,676,303858.34,48,0.1028,7747.56,0,0.4908,2,16980.67,4199.45,Mortgage,Business,1,Approved,No
12492,28,Female,Single,Bachelor,Self-Employed,5,54566.98,4547.25,692,242738.49,60,0.0957,5106.27,1,1.1779,1,9317.16,4057.65,Rent,Home,0,Approved,No
12493,40,Female,Married,Bachelor,Salaried,6,92524.81,7710.4,591,26430.59,48,0.1658,756.92,0,0.0982,0,21191.11,5661.08,Own,Auto,1,Approved,No
12494,23,Female,Single,Master,Unemployed,0,4479.26,373.27,641,3000.0,24,0.1236,141.73,0,0.2835,0,1837.42,1489.14,Mortgage,Education,0,Approved,No
12495,36,Male,Single,High School,Salaried,14,60965.44,5080.45,673,51568.04,36,0.1111,1690.96,2,0.3838,0,2057.2,2221.77,Mortgage,Auto,0,Approved,No
12496,50,Male,Single,PhD,Salaried,17,152135.4,12677.95,615,411002.17,36,0.1344,13935.55,1,1.1196,0,27758.41,4996.07,Rent,Home,0,Approved,No
12497,65,Male,Married,Master,Salaried,23,200772.76,16731.06,783,41187.78,12,0.0727,3568.97,0,0.2133,0,28257.87,10708.8,Mortgage,Education,0,Pending,No
12498,43,Female,Single,Bachelor,Salaried,4,48434.03,4036.17,686,157035.23,36,0.1069,5118.11,1,1.3239,3,20019.76,9872.97,Mortgage,Home,0,Approved,No
12499,48,Female,Single,Bachelor,Salaried,21,171464.64,14288.72,677,800392.34,48,0.0884,19857.04,1,1.4026,1,31899.56,5812.1,Mortgage,Home,1,Defaulted,Yes
12500,60,Female,Married,Bachelor,Self-Employed,9,112886.46,9407.2,737,463655.37,36,0.0999,14958.68,2,1.5,2,14663.54,5475.11,Mortgage,Home,0,Defaulted,Yes
12501,25,Female,Married,Bachelor,Unemployed,0,5848.31,487.36,606,5637.82,48,0.1504,157.02,2,1.3642,0,5733.02,3290.8,Rent,Personal,1,Defaulted,Yes
12502,40,Female,Married,Bachelor,Self-Employed,17,90449.13,7537.43,576,89432.82,36,0.1884,3271.02,0,0.434,0,20275.97,10218.3,Rent,Personal,0,Approved,No
12503,60,Female,Married,Bachelor,Salaried,28,164774.77,13731.23,742,289454.95,60,0.0673,5694.75,0,0.4147,3,6624.13,4712.54,Mortgage,Business,0,Approved,No
12504,64,Male,Married,High School,Salaried,10,101860.69,8488.39,828,63326.28,60,0.0578,1217.81,0,0.1435,1,39882.65,13260.7,Mortgage,Auto,0,Approved,No
12505,21,Male,Divorced,Bachelor,Student,0,12081.06,1006.76,534,7068.4,24,0.2173,365.75,1,0.7399,3,7707.6,2058.87,Own,Auto,2,Defaulted,Yes
12506,50,Female,Married,Bachelor,Salaried,16,95860.74,7988.4,681,34369.51,36,0.0945,1100.15,1,0.1846,0,27856.75,2940.3,Rent,Personal,0,Approved,No
12507,41,Male,Married,Bachelor,Salaried,10,130506.37,10875.53,756,95153.82,48,0.0528,2203.41,0,0.2026,3,15331.06,7492.82,Mortgage,Auto,0,Pending,No
12508,40,Male,Married,High School,Salaried,4,58234.37,4852.86,641,15949.89,48,0.1558,448.6,4,0.3925,1,18915.58,5727.15,Mortgage,Auto,0,Approved,No
12509,26,Female,Single,High School,Student,0,5480.18,456.68,466,3000.0,36,0.2103,113.07,1,0.8685,0,6476.6,4322.8,Mortgage,Personal,2,Defaulted,Yes
12510,42,Male,Married,Bachelor,Salaried,5,100578.25,8381.52,716,23799.76,36,0.1187,789.02,0,0.0941,2,31350.4,13630.87,Mortgage,Education,0,Approved,No
12511,38,Female,Married,Bachelor,Salaried,13,83663.99,6972.0,726,141071.05,36,0.1178,4670.77,1,0.6877,2,10469.83,2693.32,Mortgage,Business,0,Approved,No
12512,28,Male,Single,High School,Self-Employed,7,58218.17,4851.51,625,14910.47,12,0.1347,1335.05,0,0.2752,0,10085.25,4173.98,Rent,Auto,0,Approved,No
12513,59,Male,Single,Master,Salaried,13,148727.07,12393.92,601,102876.08,24,0.1422,4950.08,2,0.446,4,62880.27,23777.18,Mortgage,Personal,1,Approved,No
12514,52,Male,Single,Master,Self-Employed,0,129930.79,10827.57,727,109006.58,36,0.1072,3554.3,1,0.3462,2,0.0,1526.88,Mortgage,Personal,0,Approved,No
12515,53,Female,Divorced,Bachelor,Salaried,4,93965.95,7830.5,721,39837.95,24,0.0918,1823.28,1,0.2801,0,0.0,1212.05,Own,Auto,0,Approved,No
12516,36,Male,Divorced,High School,Salaried,7,53766.17,4480.51,623,219983.09,48,0.1253,5850.41,1,1.3507,0,27926.98,11739.82,Own,Home,1,Defaulted,Yes
12517,32,Female,Married,Bachelor,Salaried,7,111095.87,9257.99,658,236955.75,48,0.166,6788.43,2,0.7942,0,25364.67,12889.92,Mortgage,Home,1,Defaulted,Yes
12518,58,Female,Single,Bachelor,Salaried,8,68517.41,5709.78,817,183555.94,24,0.0739,8250.76,1,1.4898,0,12149.45,5442.23,Own,Home,0,Approved,No
12519,54,Female,Single,PhD,Unemployed,0,10227.93,852.33,478,23196.57,60,0.2181,638.16,1,1.1899,1,1013.94,1385.62,Rent,Home,1,Defaulted,Yes
12520,34,Male,Married,Bachelor,Student,0,7014.3,584.52,693,3000.0,48,0.0992,75.97,2,0.6761,2,5842.12,4706.6,Own,Personal,0,Approved,No
12521,56,Male,Single,Bachelor,Self-Employed,26,161955.37,13496.28,637,96977.23,36,0.1283,3259.61,1,0.2677,2,52242.64,17990.15,Own,Auto,1,Approved,No
12522,53,Female,Divorced,Master,Self-Employed,2,76153.84,6346.15,641,160676.91,48,0.1538,4502.77,1,0.7584,1,18175.06,7308.94,Own,Home,0,Approved,No
12523,43,Female,Married,High School,Salaried,9,56138.29,4678.19,618,183376.49,36,0.1485,6343.34,0,1.3559,0,0.0,391.56,Mortgage,Home,0,Defaulted,Yes
12524,65,Female,Divorced,High School,Salaried,10,64574.19,5381.18,665,26901.42,24,0.1584,1315.12,1,0.274,4,13123.52,7952.46,Rent,Auto,0,Approved,No
12525,22,Male,Married,Bachelor,Self-Employed,1,67658.72,5638.23,651,217351.2,48,0.1304,5835.3,1,1.0584,0,639.52,2198.32,Own,Home,0,Approved,No
12526,61,Female,Married,High School,Salaried,0,71693.33,5974.44,694,177987.93,12,0.0856,15529.01,1,1.5,0,10027.85,3131.58,Rent,Home,0,Approved,No
12527,41,Male,Married,High School,Salaried,9,49197.37,4099.78,666,64848.95,12,0.1282,5786.66,2,1.5,1,4910.15,2521.64,Mortgage,Business,0,Approved,No
12528,22,Male,Married,Bachelor,Self-Employed,0,51011.24,4250.94,624,149113.04,36,0.1536,5195.38,2,1.3857,2,1684.12,1749.47,Rent,Home,0,Defaulted,Yes
12529,47,Male,Married,Bachelor,Self-Employed,5,91578.27,7631.52,642,320829.89,36,0.1587,11258.85,1,1.5,4,0.0,2684.04,Rent,Home,0,Defaulted,Yes
12530,29,Male,Married,Bachelor,Salaried,7,139095.94,11591.33,708,519495.66,36,0.1067,16926.55,2,1.4841,4,34039.31,8140.4,Rent,Home,0,Defaulted,Yes
12531,21,Male,Married,Master,Self-Employed,0,100332.88,8361.07,614,44139.15,24,0.1675,2177.04,0,0.2604,3,23753.23,7957.49,Rent,Auto,0,Approved,No
12532,31,Male,Divorced,Bachelor,Unemployed,0,11593.74,966.14,502,9162.72,36,0.1885,335.17,4,1.076,1,5942.78,3576.71,Rent,Business,1,Defaulted,Yes
12533,23,Female,Divorced,High School,Salaried,1,35898.48,2991.54,589,8479.86,36,0.1619,298.92,2,0.2452,0,19954.46,5846.83,Rent,Personal,1,Approved,No
12534,43,Male,Married,High School,Self-Employed,5,30615.38,2551.28,728,16751.82,36,0.1162,553.36,1,0.357,1,18297.56,6691.9,Rent,Education,0,Approved,No
12535,46,Female,Single,High School,Salaried,1,41753.15,3479.43,612,126752.34,24,0.127,6008.19,1,1.5,0,3290.36,2274.18,Own,Home,0,Defaulted,Yes
12536,24,Male,Single,High School,Student,0,11381.99,948.5,644,10632.42,36,0.1513,369.25,0,0.3893,0,6223.78,2412.67,Mortgage,Education,1,Approved,No
12537,38,Male,Divorced,High School,Salaried,7,69891.2,5824.27,669,69577.39,24,0.1677,3432.38,2,0.6744,0,15639.01,7896.19,Own,Business,0,Pending,No
12538,26,Male,Single,Bachelor,Unemployed,0,4417.24,368.1,576,3000.0,48,0.2231,95.02,2,1.2916,0,2269.77,2563.76,Rent,Personal,0,Defaulted,Yes
12539,55,Male,Single,Bachelor,Unemployed,0,8615.74,717.98,565,6325.58,24,0.1931,319.82,0,0.4454,1,4331.55,3711.1,Mortgage,Business,1,Defaulted,Yes
12540,42,Female,Single,Bachelor,Self-Employed,20,179583.39,14965.28,653,483075.83,60,0.1666,11917.54,1,0.8172,0,49340.29,24938.54,Rent,Home,0,Approved,No
12541,63,Male,Married,Master,Self-Employed,28,251685.63,20973.8,688,205854.34,48,0.0973,5194.35,1,0.2545,0,42929.02,14114.1,Mortgage,Auto,0,Approved,No
12542,35,Female,Married,Master,Salaried,2,132608.62,11050.72,593,619111.63,36,0.1527,21543.66,0,1.5,2,16006.99,6845.34,Own,Home,0,Defaulted,Yes
12543,42,Male,Single,Bachelor,Unemployed,0,5076.07,423.01,518,3000.0,60,0.1774,75.76,1,0.4256,2,4831.65,4054.51,Rent,Personal,0,Approved,No
12544,57,Female,Single,High School,Self-Employed,21,94687.16,7890.6,651,38817.28,36,0.1556,1356.28,1,0.216,3,25604.34,6926.82,Own,Auto,1,Approved,No
12545,62,Female,Married,Bachelor,Salaried,11,58612.17,4884.35,735,48282.26,24,0.0946,2215.97,0,0.4537,1,26697.59,8364.31,Rent,Education,0,Approved,No
12546,32,Male,Divorced,Bachelor,Salaried,5,77317.32,6443.11,600,72739.37,48,0.1507,2026.97,0,0.3146,0,31469.51,11424.88,Rent,Personal,0,Approved,No
12547,67,Male,Single,High School,Salaried,18,113152.16,9429.35,675,332894.38,48,0.1087,8582.83,0,0.9102,0,41243.9,11218.28,Mortgage,Home,0,Approved,No
12548,69,Male,Single,Master,Self-Employed,6,159973.59,13331.13,698,50027.74,24,0.0905,2286.65,0,0.1715,2,23534.84,5784.85,Own,Personal,0,Approved,No
12549,62,Female,Married,Bachelor,Unemployed,0,11408.0,950.67,625,3000.0,12,0.1476,270.44,3,1.2251,2,12163.24,7723.57,Mortgage,Auto,0,Defaulted,Yes
12550,58,Male,Married,High School,Self-Employed,22,138063.74,11505.31,594,618837.07,48,0.1222,16363.28,0,1.4222,0,0.0,213.84,Mortgage,Home,0,Defaulted,Yes
12551,38,Female,Married,Master,Salaried,12,217955.53,18162.96,618,130679.03,48,0.1235,3463.78,1,0.2062,3,31876.73,5411.93,Rent,Education,0,Approved,No
12552,65,Female,Married,Master,Salaried,3,73626.71,6135.56,683,283136.06,24,0.1098,13193.73,2,1.5,1,15828.76,5485.85,Rent,Home,1,Defaulted,Yes
12553,55,Female,Divorced,Bachelor,Salaried,20,83785.54,6982.13,797,39110.23,60,0.0696,773.69,1,0.1537,0,41718.77,18178.81,Rent,Auto,0,Approved,No
12554,50,Female,Single,Bachelor,Self-Employed,13,156759.38,13063.28,723,93880.84,36,0.0889,2980.58,0,0.2282,1,22908.51,6782.92,Rent,Education,0,Approved,No
12555,44,Female,Single,Bachelor,Salaried,3,74183.55,6181.96,633,39321.13,60,0.1424,919.83,0,0.1488,1,19959.01,7751.54,Rent,Personal,1,Approved,No
12556,62,Male,Married,Bachelor,Self-Employed,6,79718.05,6643.17,798,215239.9,48,0.0709,5163.18,1,0.8113,0,2914.18,3038.69,Own,Home,0,Approved,No
12557,50,Female,Married,High School,Salaried,12,76491.75,6374.31,671,40310.94,36,0.0997,1300.15,1,0.2374,0,18941.71,3499.53,Own,Auto,0,Approved,No
12558,34,Female,Married,Bachelor,Salaried,2,77064.41,6422.03,716,194174.71,60,0.1171,4290.91,2,0.7556,2,20672.53,8658.2,Mortgage,Home,0,Approved,No
12559,26,Male,Divorced,PhD,Self-Employed,4,104840.87,8736.74,568,349644.22,36,0.2228,13403.77,0,1.5,1,2370.36,1588.43,Rent,Home,1,Defaulted,Yes
12560,23,Female,Married,Bachelor,Salaried,0,100845.93,8403.83,545,28610.64,24,0.2081,1467.51,2,0.221,0,19261.17,9723.04,Mortgage,Education,1,Approved,No
12561,36,Male,Married,Master,Salaried,0,140926.1,11743.84,705,476289.12,48,0.116,12449.18,0,1.0601,3,36583.23,7252.29,Rent,Home,0,Approved,No
12562,27,Female,Single,PhD,Unemployed,0,9475.06,789.59,659,6512.87,48,0.1525,182.08,0,0.2306,0,4479.12,3747.57,Mortgage,Education,0,Approved,No
12563,34,Female,Single,Bachelor,Salaried,8,54259.14,4521.6,675,167035.1,36,0.1041,5421.96,0,1.1991,0,10949.55,6640.38,Rent,Home,1,Approved,No
12564,29,Male,Married,Master,Self-Employed,2,66734.99,5561.25,498,146805.17,12,0.2219,13753.57,0,1.5,0,22716.17,4915.53,Rent,Business,0,Defaulted,Yes
12565,35,Female,Single,High School,Salaried,6,52452.69,4371.06,689,27845.69,48,0.1107,720.63,0,0.1649,3,11344.85,3418.04,Mortgage,Auto,0,Rejected,No
12566,41,Male,Single,Bachelor,Self-Employed,13,120464.97,10038.75,641,223082.95,12,0.137,19998.5,0,1.5,1,0.0,1118.85,Mortgage,Business,0,Defaulted,Yes
12567,55,Male,Divorced,Master,Unemployed,0,8095.15,674.6,517,13788.5,48,0.2115,428.08,3,1.5,2,2340.59,2030.79,Rent,Home,1,Defaulted,Yes
12568,22,Male,Divorced,High School,Salaried,0,29999.76,2499.98,654,84020.89,36,0.1549,2932.81,0,1.1731,4,10644.97,3036.23,Mortgage,Home,0,Defaulted,Yes
12569,47,Female,Single,Bachelor,Student,0,14602.41,1216.87,551,8292.92,48,0.1824,244.65,1,0.3952,2,6917.55,2887.8,Own,Auto,0,Approved,No
12570,22,Male,Married,Master,Salaried,0,102957.04,8579.75,628,74948.62,24,0.1537,3647.2,0,0.4251,0,0.0,1133.46,Mortgage,Personal,0,Approved,No
12571,55,Male,Single,Bachelor,Salaried,23,134171.58,11180.96,603,29312.85,36,0.128,984.84,1,0.1084,2,51180.73,15748.25,Mortgage,Auto,0,Approved,No
12572,38,Female,Single,High School,Unemployed,0,3911.18,325.93,550,3000.0,24,0.1832,150.24,2,0.9559,2,6033.93,2637.54,Mortgage,Education,0,Defaulted,Yes
12573,34,Male,Married,High School,Self-Employed,5,87050.61,7254.22,695,22665.21,36,0.0928,723.7,0,0.0998,0,18653.43,8360.08,Rent,Personal,0,Approved,No
12574,40,Male,Married,Bachelor,Salaried,10,99476.56,8289.71,648,45633.06,36,0.1216,1519.16,2,0.2559,0,2647.23,1661.95,Rent,Auto,1,Approved,No
12575,38,Male,Single,PhD,Unemployed,0,3177.85,264.82,619,3000.0,48,0.1375,81.6,0,0.1632,2,4514.02,3539.81,Mortgage,Education,0,Approved,No
12576,30,Male,Single,Master,Self-Employed,2,120351.41,10029.28,554,307420.2,60,0.1724,7679.91,0,0.7657,0,0.0,2541.59,Mortgage,Home,0,Defaulted,Yes
12577,45,Male,Single,Bachelor,Salaried,15,102018.29,8501.52,704,311700.94,48,0.0844,7674.07,2,0.9551,0,40683.76,11155.55,Own,Home,0,Approved,No
12578,22,Male,Divorced,Bachelor,Unemployed,0,10079.96,840.0,552,17940.63,36,0.2289,693.45,0,0.8255,2,4820.02,1794.68,Mortgage,Business,0,Defaulted,Yes
12579,45,Female,Married,Bachelor,Salaried,16,128592.28,10716.02,672,108173.32,36,0.0992,3486.39,0,0.3253,3,0.0,2431.11,Rent,Business,0,Approved,No
12580,53,Female,Married,High School,Salaried,21,55724.33,4643.69,664,41124.21,60,0.1573,994.17,1,0.2465,0,17887.3,3410.92,Mortgage,Education,1,Approved,No
12581,56,Male,Single,Bachelor,Self-Employed,14,146320.84,12193.4,543,96908.85,24,0.174,4810.04,2,0.4442,1,0.0,1905.1,Mortgage,Business,1,Defaulted,Yes
12582,51,Male,Married,Bachelor,Self-Employed,17,101387.99,8449.0,682,53575.5,36,0.0904,1704.68,1,0.236,1,26641.45,13710.04,Mortgage,Auto,0,Approved,No
12583,34,Male,Married,Bachelor,Salaried,11,98090.35,8174.2,606,70690.15,24,0.1338,3373.37,0,0.4127,2,32248.65,7286.67,Mortgage,Education,1,Pending,No
12584,21,Female,Married,PhD,Unemployed,0,9756.44,813.04,510,27988.42,48,0.1956,845.15,0,1.0395,4,3650.87,2794.52,Own,Home,1,Defaulted,Yes
12585,66,Male,Single,Bachelor,Unemployed,0,3064.53,255.38,650,5284.42,24,0.1256,250.14,0,0.5003,2,3466.88,1493.78,Own,Business,0,Approved,No
12586,36,Male,Divorced,Bachelor,Salaried,12,164033.49,13669.46,587,90450.45,24,0.1692,4468.6,0,0.3269,1,0.0,1582.49,Mortgage,Auto,0,Approved,No
12587,66,Female,Married,High School,Unemployed,0,9020.86,751.74,567,29951.49,36,0.2136,1133.97,1,1.5,4,5361.8,2130.34,Mortgage,Home,0,Defaulted,Yes
12588,23,Male,Single,PhD,Salaried,1,90037.19,7503.1,647,38882.07,60,0.1427,910.17,1,0.1427,0,11944.85,4332.11,Rent,Education,1,Approved,No
12589,55,Male,Single,Master,Salaried,9,75905.03,6325.42,662,60053.21,36,0.1561,2099.75,0,0.332,0,2114.45,2566.75,Mortgage,Personal,0,Approved,No
12590,61,Female,Married,Master,Student,0,10445.36,870.45,633,19171.02,36,0.1585,672.58,0,0.7727,1,2412.14,2090.89,Mortgage,Business,0,Defaulted,Yes
12591,26,Female,Divorced,Bachelor,Self-Employed,0,65944.35,5495.36,631,50669.45,36,0.1479,1751.27,0,0.3187,0,0.0,2418.68,Rent,Auto,0,Pending,No
12592,45,Male,Married,Bachelor,Salaried,11,57186.52,4765.54,700,12604.97,48,0.0826,309.26,1,0.1349,0,0.0,2161.42,Own,Education,0,Approved,No
12593,33,Female,Married,Bachelor,Salaried,8,109812.66,9151.06,771,32612.8,24,0.0527,1434.72,1,0.1799,0,48665.03,24610.79,Rent,Auto,0,Approved,No
12594,54,Male,Single,High School,Salaried,3,45289.91,3774.16,755,13863.2,48,0.0526,320.9,0,0.085,2,0.0,1731.44,Own,Auto,0,Approved,No
12595,28,Female,Single,Bachelor,Salaried,5,73978.44,6164.87,749,39970.69,36,0.0625,1220.52,1,0.2499,3,17330.62,9869.03,Mortgage,Personal,0,Approved,No
12596,41,Male,Married,Master,Unemployed,0,3621.72,301.81,570,3000.0,60,0.1755,75.45,0,0.1509,0,3022.67,2524.04,Mortgage,Education,0,Defaulted,Yes
12597,54,Female,Married,High School,Self-Employed,6,39703.45,3308.62,643,29190.78,36,0.1376,994.27,1,0.407,1,3830.97,3011.68,Mortgage,Education,1,Approved,No
12598,24,Female,Married,High School,Self-Employed,1,33505.79,2792.15,641,116690.83,36,0.1377,3975.19,1,1.4712,0,13115.06,5705.5,Rent,Home,0,Defaulted,Yes
12599,45,Female,Single,Bachelor,Salaried,21,191276.28,15939.69,705,62817.43,60,0.1151,1381.83,0,0.0867,2,0.0,2611.25,Own,Auto,0,Approved,No
12600,35,Female,Single,Bachelor,Salaried,11,111572.41,9297.7,634,268616.61,48,0.1595,7605.79,1,0.847,1,48277.59,8941.05,Mortgage,Home,0,Approved,No
12601,24,Female,Married,Bachelor,Unemployed,0,6694.26,557.86,501,4361.0,12,0.2228,408.75,0,0.7327,3,3152.64,3574.92,Mortgage,Personal,1,Defaulted,Yes
12602,65,Male,Divorced,Bachelor,Salaried,25,180670.16,15055.85,595,715644.65,36,0.1473,24713.54,0,1.5,0,50171.02,12611.94,Rent,Home,0,Defaulted,Yes
12603,32,Male,Married,Bachelor,Salaried,3,68860.49,5738.37,733,13953.93,60,0.0846,286.02,2,0.1245,1,29508.67,10182.68,Mortgage,Personal,0,Approved,No
12604,52,Female,Single,Master,Student,0,13222.24,1101.85,689,3740.61,48,0.112,97.04,0,0.0881,0,6038.91,3784.81,Rent,Auto,0,Approved,No
12605,52,Female,Single,Bachelor,Unemployed,0,3971.96,331.0,691,3000.0,36,0.0848,94.67,1,0.7166,1,1191.89,1584.62,Mortgage,Education,0,Defaulted,Yes
12606,48,Male,Single,Master,Salaried,12,192794.2,16066.18,692,93563.4,60,0.1126,2046.45,2,0.1463,3,41226.82,18742.33,Mortgage,Education,0,Approved,No
12607,33,Female,Married,Master,Salaried,11,80070.81,6672.57,531,25476.75,24,0.179,1270.67,1,0.2322,3,27914.51,16951.79,Rent,Education,0,Approved,No
12608,51,Female,Married,Master,Salaried,28,139249.96,11604.16,741,392519.23,48,0.0582,9185.97,0,0.7916,0,2190.88,1712.65,Mortgage,Home,1,Approved,No
12609,34,Female,Divorced,High School,Salaried,4,80773.96,6731.16,697,22871.75,36,0.0865,723.6,0,0.1075,2,23591.83,5217.12,Rent,Personal,0,Approved,No
12610,40,Female,Married,High School,Salaried,4,35322.49,2943.54,687,11716.84,36,0.112,384.7,0,0.1307,0,2933.95,2496.38,Rent,Auto,0,Approved,No
12611,38,Male,Single,High School,Self-Employed,15,59644.59,4970.38,673,13448.35,12,0.1199,1194.81,1,0.2885,0,0.0,2892.6,Rent,Auto,0,Approved,No
12612,49,Male,Married,Bachelor,Self-Employed,26,83032.64,6919.39,561,35105.11,12,0.2125,3272.98,4,0.6575,3,39565.85,17949.06,Mortgage,Education,1,Approved,No
12613,26,Male,Married,Master,Salaried,5,131839.74,10986.64,719,325612.62,36,0.1068,10610.86,0,0.9658,0,39424.2,11768.97,Mortgage,Home,0,Approved,No
12614,52,Male,Single,Bachelor,Self-Employed,3,69527.7,5793.98,562,48767.9,24,0.187,2451.22,0,0.4231,0,22835.56,5670.54,Mortgage,Personal,0,Approved,No
12615,49,Female,Divorced,Master,Self-Employed,5,136018.39,11334.87,696,282804.93,48,0.1008,7183.53,1,0.6448,0,21178.99,11361.39,Rent,Home,0,Approved,No
12616,63,Female,Married,Bachelor,Self-Employed,22,82595.06,6882.92,687,14935.4,48,0.1191,392.65,0,0.057,0,4195.5,3057.96,Rent,Personal,0,Approved,No
12617,22,Female,Married,Bachelor,Student,0,8951.05,745.92,480,5785.22,60,0.2165,158.63,1,0.4806,0,8850.77,2683.35,Rent,Business,0,Pending,No
12618,43,Female,Married,Master,Unemployed,0,5716.77,476.4,451,3000.0,60,0.1761,75.55,0,0.1511,2,4105.33,1594.25,Rent,Auto,0,Approved,No
12619,39,Male,Married,Bachelor,Salaried,15,124419.83,10368.32,685,77029.15,48,0.1088,1986.37,0,0.1916,1,3659.7,2756.25,Mortgage,Education,0,Approved,No
12620,51,Male,Married,Master,Unemployed,0,4950.33,412.53,462,3450.3,24,0.1811,172.44,0,0.3449,1,3050.76,1588.94,Mortgage,Education,2,Defaulted,Yes
12621,25,Male,Single,High School,Salaried,2,80176.81,6681.4,701,353903.57,48,0.0866,8749.88,0,1.3096,0,24875.29,6421.9,Own,Home,0,Approved,No
12622,39,Male,Single,Master,Student,0,8160.3,680.02,527,3254.6,36,0.1923,119.68,1,0.359,1,3713.07,1604.0,Mortgage,Auto,1,Defaulted,Yes
12623,54,Female,Single,Bachelor,Self-Employed,5,107673.41,8972.78,617,221083.0,48,0.1616,6283.69,0,0.7003,2,2970.76,2777.0,Own,Business,0,Approved,No
12624,30,Male,Married,Master,Salaried,6,107421.24,8951.77,704,231289.49,48,0.0896,5751.26,0,0.6425,3,0.0,2742.78,Rent,Home,0,Pending,No
12625,45,Male,Married,High School,Salaried,14,80623.45,6718.62,618,154321.46,36,0.1397,5272.09,1,0.8094,4,27072.59,14262.55,Mortgage,Business,0,Approved,No
12626,22,Male,Married,Bachelor,Salaried,0,54500.1,4541.68,604,44817.28,24,0.1636,2202.11,2,0.5549,1,15065.99,3787.38,Mortgage,Personal,0,Approved,No
12627,31,Female,Married,Master,Salaried,3,75352.61,6279.38,606,268596.13,24,0.1264,12724.18,0,1.5,4,12293.05,6640.51,Rent,Home,0,Defaulted,Yes
12628,51,Male,Single,Master,Unemployed,0,11723.92,976.99,601,6086.73,60,0.1454,143.34,0,0.1467,0,4219.91,1320.06,Rent,Personal,0,Approved,No
12629,35,Male,Married,High School,Salaried,6,64538.23,5378.19,758,235976.9,24,0.0755,10624.23,0,1.5,0,18643.8,5350.24,Rent,Home,0,Approved,No
12630,29,Male,Married,Bachelor,Salaried,0,72060.86,6005.07,707,60177.86,60,0.1156,1325.28,1,0.2584,2,21196.01,3866.99,Own,Education,0,Approved,No
12631,43,Female,Married,Bachelor,Unemployed,0,8415.73,701.31,505,7167.78,36,0.1823,259.96,1,0.6318,0,5256.96,3778.41,Rent,Business,1,Defaulted,Yes
12632,39,Male,Single,High School,Salaried,13,54982.4,4581.87,682,21584.84,48,0.1007,548.17,1,0.1604,0,6093.77,2877.48,Own,Auto,0,Approved,No
12633,29,Female,Divorced,Bachelor,Self-Employed,7,126909.39,10575.78,579,87427.9,24,0.2132,4506.29,0,0.4261,3,641.15,886.32,Mortgage,Auto,1,Defaulted,Yes
12634,55,Female,Married,High School,Salaried,5,44894.15,3741.18,829,116580.02,48,0.0743,2814.97,0,0.7524,2,6277.64,2295.79,Mortgage,Business,0,Approved,No
12635,41,Female,Single,Bachelor,Salaried,13,118848.38,9904.03,735,309354.71,48,0.1171,8102.52,0,0.8181,0,4353.68,3067.4,Own,Home,0,Approved,No
12636,29,Female,Divorced,Bachelor,Unemployed,0,3271.8,272.65,488,10039.45,36,0.2241,385.54,2,1.5,2,3907.96,2420.46,Rent,Home,0,Defaulted,Yes
12637,48,Male,Married,Bachelor,Self-Employed,21,148290.11,12357.51,683,264196.96,36,0.1185,8756.2,2,0.7619,2,63001.98,22293.04,Mortgage,Business,0,Approved,No
12638,66,Male,Single,Bachelor,Salaried,31,165136.66,13761.39,811,421635.7,12,0.0662,36408.94,1,1.5,3,7228.49,3904.56,Rent,Home,0,Approved,No
12639,27,Male,Single,PhD,Salaried,2,105387.3,8782.28,735,142516.49,24,0.1123,6657.61,1,0.7835,1,14780.59,5585.63,Rent,Business,0,Approved,No
12640,36,Female,Single,High School,Unemployed,0,5075.26,422.94,694,17505.45,60,0.0938,366.62,1,1.2096,2,4173.62,4257.24,Mortgage,Home,0,Defaulted,Yes
