Age,Gender,Annual Income,Monthly Income,Employment Type,Job Experience,Loan Amount,Loan Term,Credit Score,Existing Loans,Debt To Income Ratio,Number of Dependents,Education,Home Ownership,Marital Status,Loan Purpose,Previous Defaults,Savings Balance,Current Balance,EMI,Loan Default
45,Female,4522.51,376.88,Unemployed,0,2000.0,60,612,1,0.4827,0,Master,Mortgage,Single,Auto,0,3350.43,4328.15,45.51,0
41,Male,62486.97,5207.25,Self-Employed,15,32761.77,24,663,0,0.2991,0,Bachelor,Rent,Married,Education,0,9478.95,4252.14,1557.55,0
56,Male,6960.62,580.05,Unemployed,0,16673.3,48,677,1,1.1083,3,PhD,Own,Single,Home,0,4540.79,4369.15,414.92,1
43,Male,163505.45,13625.45,Salaried,21,272734.06,12,590,0,1.5,2,Bachelor,Mortgage,Married,Home,1,71669.98,41492.35,24359.86,1
36,Male,70413.61,5867.8,Salaried,9,17963.9,12,694,0,0.2677,1,Bachelor,Rent,Divorced,Education,0,17147.87,6429.5,1570.97,0
59,Female,80900.73,6741.73,Self-Employed,1,31268.13,48,580,2,0.1835,1,Bachelor,Mortgage,Single,Education,1,1156.45,2837.04,918.5,0
65,Male,165732.97,13811.08,Salaried,35,163150.55,24,623,0,0.5616,0,Bachelor,Mortgage,Single,Business,0,9378.79,3319.31,7756.47,0
62,Male,72236.86,6019.74,Salaried,5,27591.88,60,586,1,0.1567,2,High School,Mortgage,Divorced,Personal,0,9823.53,8234.95,627.8,0
59,Male,167354.4,13946.2,Self-Employed,16,146098.21,12,718,0,0.9161,1,Bachelor,Rent,Married,Personal,0,10069.16,6100.45,12776.5,0
34,Male,72634.4,6052.87,Salaried,5,44564.65,24,604,0,0.35,2,Bachelor,Mortgage,Divorced,Education,0,20314.05,11316.38,2118.68,0
51,Female,78667.18,6555.6,Salaried,3,36800.81,36,664,0,0.1891,0,High School,Mortgage,Single,Auto,0,41043.41,24697.81,1239.96,0
25,Male,60347.59,5028.97,Salaried,0,21936.69,36,715,0,0.1387,1,High School,Mortgage,Single,Auto,0,1818.77,3493.54,697.58,0
55,Female,56939.61,4744.97,Salaried,28,30342.86,36,688,0,0.2034,0,High School,Own,Single,Personal,0,18695.12,7080.91,964.89,0
43,Female,162696.61,13558.05,Salaried,17,252813.37,48,658,2,0.5452,3,Bachelor,Rent,Single,Home,0,53455.45,27821.06,6782.35,0
49,Female,113387.49,9448.96,Salaried,13,52515.3,36,770,0,0.1691,3,Bachelor,Mortgage,Married,Education,0,7087.1,4595.8,1597.62,0
63,Female,150327.93,12527.33,Salaried,1,39996.82,60,747,1,0.0932,2,Master,Mortgage,Single,Education,0,4724.49,3505.13,830.27,0
31,Female,49417.89,4118.16,Self-Employed,5,174256.27,48,619,1,1.2014,3,High School,Rent,Married,Home,0,4999.6,1690.57,4674.86,1
38,Male,85114.67,7092.89,Salaried,14,44809.86,60,703,0,0.1311,2,High School,Own,Single,Auto,0,40486.62,21225.8,930.18,0
67,Male,131053.16,10921.1,Salaried,5,19932.17,48,657,0,0.049,0,Bachelor,Rent,Married,Personal,0,48007.24,24900.41,534.73,0
32,Male,101793.08,8482.76,Salaried,8,270982.58,24,638,0,1.5,2,Master,Mortgage,Single,Home,0,15372.06,6720.92,12883.01,1
29,Female,60261.12,5021.76,Salaried,6,14089.65,36,759,0,0.0854,0,High School,Mortgage,Single,Education,0,32175.59,7554.41,428.63,0
30,Male,12524.95,1043.75,Student,0,5068.24,24,562,0,0.2424,1,Bachelor,Mortgage,Married,Auto,0,13975.4,7735.1,253.03,0
64,Male,103625.59,8635.47,Salaried,4,513809.99,36,681,0,1.5,0,Bachelor,Own,Single,Home,0,18790.76,10549.47,16339.02,1
37,Male,85677.01,7139.75,Salaried,7,32608.86,36,659,0,0.1539,1,High School,Own,Married,Personal,0,20836.59,9812.72,1098.72,0
58,Male,76484.75,6373.73,Salaried,0,12112.34,60,676,1,0.0708,2,Bachelor,Own,Married,Auto,0,13873.55,5797.91,251.43,0
27,Male,42583.9,3548.66,Salaried,1,72955.54,48,689,0,0.5116,0,High School,Mortgage,Divorced,Business,0,5084.44,1929.68,1815.5,0
66,Female,7350.85,612.57,Unemployed,0,2570.58,48,644,1,0.359,0,Master,Rent,Married,Education,0,5481.86,6767.06,68.96,0
33,Male,89245.8,7437.15,Self-Employed,10,33842.68,60,679,0,0.0945,2,Bachelor,Own,Married,Auto,0,29347.61,11105.82,702.52,0
60,Female,103493.87,8624.49,Salaried,26,326317.49,12,756,0,1.5,2,Bachelor,Mortgage,Divorced,Home,0,14644.53,7201.38,28084.98,0
62,Female,7549.7,629.14,Unemployed,0,3974.04,48,662,2,0.9634,1,Bachelor,Rent,Divorced,Education,0,1738.62,3329.67,106.61,1
29,Male,50999.39,4249.95,Salaried,6,13748.48,48,753,0,0.076,0,Bachelor,Own,Married,Auto,0,26189.64,10736.11,322.88,0
47,Male,70827.94,5902.33,Self-Employed,19,49504.45,36,726,2,0.3027,1,Bachelor,Mortgage,Married,Education,0,20313.92,6686.21,1574.23,0
22,Male,28228.68,2352.39,Salaried,0,4795.94,24,647,1,0.2405,2,High School,Mortgage,Married,Education,0,3349.08,2155.58,228.01,0
25,Male,102017.17,8501.43,Salaried,4,162493.6,12,751,0,1.5,2,Bachelor,Mortgage,Single,Home,0,252.98,2256.94,13985.24,0
49,Female,76186.9,6348.91,Salaried,17,38652.39,60,664,1,0.1973,0,High School,Own,Divorced,Education,0,22351.44,7479.32,879.46,0
57,Male,6941.15,578.43,Unemployed,0,2478.01,36,596,0,0.1443,4,Bachelor,Rent,Married,Education,0,6016.55,4420.84,83.49,0
58,Male,57351.12,4779.26,Self-Employed,9,6347.24,12,688,1,0.1905,0,High School,Rent,Single,Personal,0,8838.63,4954.99,555.08,0
39,Female,92697.26,7724.77,Salaried,16,47227.88,36,735,0,0.1944,0,Bachelor,Mortgage,Single,Business,0,3269.04,2672.98,1501.83,0
28,Female,46348.48,3862.37,Salaried,2,10833.87,48,687,0,0.0698,1,High School,Own,Single,Auto,0,26852.28,9847.9,269.6,0
68,Female,166410.76,13867.56,Self-Employed,35,89282.61,60,689,0,0.1336,0,Master,Mortgage,Single,Personal,0,966.7,1518.04,1853.36,0
65,Female,229857.79,19154.82,Salaried,40,85735.18,36,716,1,0.1499,4,Bachelor,Mortgage,Single,Auto,0,0.0,1097.37,2726.36,0
21,Female,45130.16,3760.85,Salaried,0,118926.13,48,727,3,0.8728,0,Bachelor,Rent,Married,Home,0,18350.52,10083.38,2959.48,0
42,Male,170839.32,14236.61,Salaried,17,168209.34,48,686,1,0.3146,0,Master,Mortgage,Single,Business,0,11127.56,4298.95,4185.9,0
37,Female,117219.24,9768.27,Salaried,15,89474.77,24,725,2,0.4592,0,Bachelor,Rent,Married,Education,0,39860.65,10366.43,4087.63,0
27,Male,124298.16,10358.18,Salaried,6,197459.98,36,533,0,0.6892,1,PhD,Mortgage,Single,Home,2,29353.27,14112.62,7138.65,1
45,Female,59024.36,4918.7,Salaried,24,33220.11,36,583,0,0.2276,0,High School,Mortgage,Single,Business,0,6114.79,4802.02,1119.32,0
65,Female,245484.97,20457.08,Salaried,43,219933.82,36,802,1,0.3355,0,Bachelor,Own,Married,Auto,0,0.0,1908.71,6690.81,0
24,Male,83424.15,6952.01,Salaried,1,36163.15,60,520,0,0.1321,0,Bachelor,Rent,Divorced,Education,2,1572.03,1933.47,918.31,1
56,Female,13094.76,1091.23,Student,0,33916.29,24,571,1,1.5,1,Master,Rent,Married,Business,1,5126.23,4524.07,1693.24,1
26,Female,41189.33,3432.44,Self-Employed,3,10842.3,48,637,0,0.0847,2,High School,Rent,Married,Auto,0,18857.1,10428.19,290.87,0
51,Male,232481.54,19373.46,Salaried,20,107937.81,24,756,0,0.2469,2,Master,Rent,Married,Education,0,76557.93,37028.5,4783.87,0
39,Female,85530.14,7127.51,Salaried,11,229121.52,60,554,1,0.8572,1,Bachelor,Rent,Single,Home,0,26636.8,7167.17,5818.18,0
64,Male,88213.07,7351.09,Salaried,11,55757.72,12,720,1,0.6996,0,Master,Mortgage,Single,Personal,0,5366.86,4421.97,4876.09,0
59,Female,95237.44,7936.45,Salaried,25,53230.15,48,762,0,0.1575,3,Bachelor,Rent,Single,Auto,0,42608.6,14641.84,1250.11,0
47,Male,40379.27,3364.94,Self-Employed,3,22275.29,36,635,0,0.223,1,High School,Mortgage,Married,Auto,1,15861.97,7740.51,750.54,0
30,Female,146621.18,12218.43,Salaried,6,336919.78,12,655,0,1.5,0,Master,Rent,Married,Home,1,51569.47,18982.76,30092.76,1
46,Female,95227.1,7935.59,Salaried,7,13661.22,48,743,0,0.0428,1,Master,Own,Married,Auto,0,6620.85,5015.29,339.96,0
39,Female,8038.71,669.89,Unemployed,0,12595.63,36,607,3,1.2229,2,Bachelor,Rent,Single,Business,0,3581.23,3190.94,424.4,1
59,Female,72626.19,6052.18,Salaried,23,46655.63,48,709,0,0.1918,0,High School,Own,Married,Auto,0,34117.32,12079.21,1161.03,0
23,Male,5652.23,471.02,Unemployed,0,15862.25,36,523,2,1.5,0,High School,Mortgage,Single,Home,0,6686.45,6140.24,573.46,1
65,Female,10897.21,908.1,Unemployed,0,5540.42,60,592,0,0.1388,0,Bachelor,Rent,Single,Education,0,6745.65,4305.04,126.06,0
33,Male,54019.55,4501.63,Salaried,2,26552.08,48,694,0,0.1468,2,High School,Mortgage,Single,Auto,0,1994.65,4256.86,660.75,0
48,Female,8002.52,666.88,Unemployed,0,5729.78,24,590,0,0.4085,0,Bachelor,Own,Married,Auto,0,7760.97,4963.23,272.4,0
40,Male,82713.22,6892.77,Salaried,15,259904.6,24,629,1,1.5,1,Bachelor,Mortgage,Single,Home,0,35640.06,7768.68,12356.34,0
48,Male,6315.06,526.26,Student,0,8410.28,12,598,0,1.4274,0,Bachelor,Rent,Married,Business,0,8829.65,5070.62,751.18,1
28,Female,47485.37,3957.11,Salaried,1,26152.89,12,535,1,0.688,0,High School,Mortgage,Divorced,Education,0,23897.1,11285.56,2397.7,0
61,Male,252101.7,21008.48,Self-Employed,37,171375.72,48,646,0,0.2188,0,Bachelor,Own,Single,Education,1,58139.82,7087.2,4597.58,0
59,Male,115584.09,9632.01,Self-Employed,27,481913.58,24,685,0,1.5,0,Bachelor,Own,Married,Home,0,54083.73,10098.77,22016.1,0
21,Male,84126.93,7010.58,Salaried,0,44671.99,36,732,0,0.2026,0,Bachelor,Mortgage,Single,Auto,0,37690.33,5618.91,1420.56,0
23,Male,102907.22,8575.6,Salaried,0,71856.14,48,713,1,0.2444,2,Bachelor,Rent,Single,Education,0,44556.27,6811.51,1788.14,0
33,Male,11344.1,945.34,Unemployed,0,6046.28,48,564,0,0.1879,1,Bachelor,Mortgage,Single,Business,1,11868.24,3051.0,177.61,1
48,Male,11937.9,994.82,Unemployed,0,6134.36,48,579,0,0.1811,2,Bachelor,Own,Divorced,Education,0,6514.2,4164.26,180.2,1
69,Male,343524.35,28627.03,Self-Employed,43,224767.04,48,663,0,0.2106,0,Master,Mortgage,Married,Business,0,83021.16,18254.42,6029.94,0
45,Male,56926.0,4743.83,Self-Employed,8,7133.88,36,567,0,0.0544,3,Bachelor,Rent,Married,Education,0,13041.77,4432.84,257.91,0
53,Female,170061.29,14171.77,Salaried,6,513568.03,24,628,1,1.5,4,Master,Mortgage,Single,Home,1,62921.76,34307.31,24415.96,1
58,Male,133021.14,11085.1,Self-Employed,7,499895.11,48,657,1,1.2448,0,Bachelor,Rent,Married,Home,0,41593.53,22120.58,13410.93,1
26,Female,91983.61,7665.3,Salaried,4,18924.07,12,655,1,0.2353,4,Bachelor,Own,Divorced,Auto,0,0.0,1853.03,1690.25,0
64,Female,69226.66,5768.89,Self-Employed,36,68209.74,24,668,3,0.6451,0,High School,Mortgage,Married,Business,0,3969.9,2510.91,3242.82,0
65,Male,90829.87,7569.16,Self-Employed,6,52693.95,24,625,0,0.331,2,Bachelor,Rent,Divorced,Auto,0,7486.38,3035.01,2505.17,0
52,Female,89548.2,7462.35,Salaried,17,48505.14,36,674,0,0.2067,0,Bachelor,Own,Single,Personal,0,34303.87,19599.23,1542.45,0
65,Female,79136.99,6594.75,Salaried,17,279668.21,60,666,0,0.9649,1,High School,Own,Married,Home,0,4089.09,4891.43,6363.31,0
67,Female,231359.9,19279.99,Salaried,38,69157.31,36,801,2,0.1256,1,Bachelor,Rent,Married,Education,0,57462.87,20266.81,2103.9,0
41,Female,105079.56,8756.63,Salaried,20,20114.36,36,734,1,0.1177,0,High School,Mortgage,Married,Auto,0,50096.13,24703.69,639.63,0
36,Male,99839.36,8319.95,Salaried,1,203896.52,36,669,0,0.8257,2,Bachelor,Rent,Divorced,Home,0,54511.13,20223.66,6870.08,0
41,Female,120112.3,10009.36,Salaried,16,202927.6,12,758,0,1.5,1,Bachelor,Rent,Single,Home,0,25149.83,9046.9,17465.25,0
31,Female,100068.42,8339.04,Salaried,8,66222.58,24,697,1,0.4088,1,Bachelor,Mortgage,Single,Auto,0,24997.34,10129.57,3025.36,0
57,Female,366100.76,30508.4,Salaried,26,145499.48,60,723,1,0.105,4,PhD,Rent,Single,Auto,0,151347.36,69237.71,3020.33,0
56,Male,108593.63,9049.47,Salaried,7,285617.06,24,715,1,1.4673,3,Bachelor,Own,Divorced,Home,0,56752.46,11676.25,13048.34,0
55,Female,217072.07,18089.34,Salaried,33,198733.64,36,616,0,0.3702,4,Bachelor,Own,Divorced,Education,0,33513.89,14662.19,6696.12,0
39,Female,146729.17,12227.43,Salaried,17,116481.85,36,712,0,0.3029,3,Bachelor,Rent,Married,Personal,0,22806.9,14585.84,3704.09,0
40,Male,196163.49,16346.96,Self-Employed,18,51299.04,48,712,1,0.1008,0,Master,Rent,Married,Education,0,38310.89,14999.94,1276.58,0
38,Male,139940.67,11661.72,Salaried,8,108591.52,36,717,0,0.2961,0,Bachelor,Rent,Married,Personal,0,11180.16,3472.42,3453.18,0
67,Male,92500.47,7708.37,Salaried,11,82270.79,36,733,0,0.3394,0,Bachelor,Own,Married,Auto,1,43760.93,25457.26,2616.19,0
61,Female,6276.9,523.07,Unemployed,0,4381.88,36,651,0,0.2823,4,High School,Mortgage,Single,Personal,0,2833.09,1028.47,147.64,0
69,Female,121405.56,10117.13,Salaried,21,415270.16,36,764,0,1.2487,0,Bachelor,Mortgage,Married,Home,0,26104.92,12445.02,12633.32,0
34,Female,68320.63,5693.39,Self-Employed,2,25256.6,36,700,3,0.2258,0,High School,Mortgage,Married,Personal,0,9852.01,4129.65,803.15,0
35,Male,13684.2,1140.35,Student,0,29095.43,36,679,0,0.8114,0,Bachelor,Rent,Married,Home,1,5764.0,4242.29,925.23,1
51,Female,185220.52,15435.04,Salaried,29,52541.12,36,786,0,0.1036,0,Master,Rent,Single,Education,0,51623.72,20689.67,1598.4,0
21,Male,48176.03,4014.67,Salaried,0,122156.52,36,629,1,1.1056,0,Bachelor,Rent,Married,Home,0,20998.43,8130.99,4115.94,0
23,Male,80522.64,6710.22,Salaried,2,60871.79,36,646,0,0.3057,1,Bachelor,Mortgage,Married,Auto,0,9149.17,5906.33,2051.01,0
36,Female,142495.54,11874.63,Salaried,7,67846.78,60,729,2,0.1754,0,Bachelor,Mortgage,Married,Auto,0,0.0,664.85,1408.39,0
43,Female,97108.08,8092.34,Salaried,21,110039.3,12,724,2,1.2871,1,Bachelor,Rent,Married,Business,0,49569.63,25680.58,9623.1,0
31,Female,91392.09,7616.01,Salaried,7,13320.0,36,697,0,0.0556,2,Bachelor,Rent,Married,Auto,0,16398.82,11570.7,423.57,0
32,Female,78681.45,6556.79,Salaried,9,24869.24,24,745,1,0.1976,2,Bachelor,Mortgage,Married,Education,0,24030.78,10849.73,1136.14,0
30,Male,73979.3,6164.94,Self-Employed,1,16697.84,24,561,1,0.1528,0,High School,Rent,Single,Auto,0,3583.11,5318.4,833.62,0
52,Male,81971.55,6830.96,Salaried,14,37293.77,24,730,0,0.2494,3,High School,Rent,Married,Auto,0,8824.87,5789.98,1703.76,0
36,Female,103559.47,8629.96,Self-Employed,7,92562.54,48,619,0,0.2877,2,Bachelor,Rent,Married,Education,0,21312.12,6256.21,2483.22,0
28,Female,48793.08,4066.09,Self-Employed,7,91144.17,24,682,0,1.0241,0,Bachelor,Rent,Married,Home,0,12660.09,6811.98,4163.9,0
58,Male,80694.58,6724.55,Salaried,10,68813.8,36,682,0,0.3254,2,High School,Mortgage,Married,Education,0,39947.21,22454.04,2188.26,0
32,Male,70152.66,5846.06,Salaried,4,8845.87,36,731,1,0.0976,2,Bachelor,Rent,Married,Education,0,10292.01,8858.14,281.3,0
44,Male,77019.64,6418.3,Salaried,13,7536.4,36,764,0,0.0357,1,High School,Own,Married,Personal,0,36904.58,15660.31,229.27,0
48,Female,80423.26,6701.94,Self-Employed,14,20334.79,24,627,1,0.1949,0,High School,Rent,Married,Personal,0,18816.71,7209.41,966.75,0
28,Male,98300.21,8191.68,Salaried,5,72902.67,36,598,0,0.2999,1,Bachelor,Mortgage,Married,Auto,1,19804.03,9967.74,2456.38,0
48,Male,142942.25,11911.85,Self-Employed,11,53945.4,36,691,1,0.1541,2,Bachelor,Own,Married,Auto,0,20624.09,9468.23,1715.45,0
56,Male,143808.23,11984.02,Self-Employed,35,100548.96,12,756,0,0.7221,0,Bachelor,Rent,Divorced,Personal,0,66207.16,36067.92,8653.89,0
46,Male,61249.07,5104.09,Self-Employed,2,61909.82,48,756,1,0.3318,2,Bachelor,Rent,Married,Business,0,8085.03,8253.41,1453.95,0
28,Female,181413.24,15117.77,Salaried,3,117483.1,48,773,0,0.1825,0,PhD,Rent,Single,Auto,0,78557.88,28074.63,2759.09,0
48,Male,179151.63,14929.3,Salaried,24,441890.47,36,641,0,0.9973,1,Bachelor,Rent,Married,Business,0,0.0,1823.5,14889.04,0
48,Female,72561.49,6046.79,Salaried,25,72871.32,12,679,0,1.0539,0,High School,Mortgage,Married,Business,0,41032.28,9385.79,6372.7,0
57,Female,46577.78,3881.48,Salaried,6,135862.99,24,669,0,1.5,0,Bachelor,Rent,Divorced,Home,1,13208.99,6370.51,6459.17,1
61,Female,146907.98,12242.33,Salaried,38,83586.71,36,709,2,0.2504,3,High School,Rent,Married,Auto,1,75479.48,10300.57,2658.04,0
56,Male,65717.8,5476.48,Self-Employed,0,13486.51,48,693,0,0.0613,2,Master,Own,Single,Personal,0,22499.26,13146.58,335.61,0
47,Female,14569.96,1214.16,Student,0,31188.37,12,721,0,1.5,0,High School,Mortgage,Single,Home,0,5424.11,5968.63,2727.47,1
37,Female,102709.88,8559.16,Salaried,6,385704.36,36,718,0,1.433,1,Bachelor,Rent,Married,Home,0,1914.98,1606.02,12265.3,1
29,Female,89077.02,7423.08,Salaried,8,23372.99,36,745,0,0.1001,2,High School,Mortgage,Married,Education,1,5458.91,5027.15,743.25,0
53,Female,287236.73,23936.39,Salaried,30,946149.39,24,685,0,1.5,2,Master,Rent,Married,Home,0,48926.22,17208.73,43224.59,0
40,Male,107895.37,8991.28,Self-Employed,9,58691.74,36,743,1,0.2449,2,Bachelor,Rent,Single,Auto,0,45009.56,18854.04,1866.38,0
33,Male,121985.59,10165.47,Salaried,1,75814.32,12,674,0,0.6522,1,PhD,Rent,Married,Auto,0,0.0,2145.82,6630.07,0
48,Male,73763.08,6146.92,Salaried,12,52703.35,36,721,1,0.2979,4,High School,Mortgage,Married,Personal,0,10125.84,6460.35,1675.95,0
68,Female,83391.28,6949.27,Salaried,7,139993.55,12,822,1,1.5,2,High School,Rent,Single,Home,0,27106.17,7128.61,12048.75,0
49,Male,75269.75,6272.48,Self-Employed,8,22273.7,12,558,1,0.3791,0,High School,Mortgage,Single,Education,0,12162.06,5856.87,2042.05,0
33,Male,95977.54,7998.13,Salaried,9,82665.06,12,680,2,0.9802,1,Master,Rent,Single,Business,0,14785.19,10547.76,7229.18,0
66,Male,173059.4,14421.62,Salaried,14,474921.62,48,621,0,0.8835,1,Master,Mortgage,Single,Home,0,17085.19,10982.47,12740.96,0
55,Male,57898.66,4824.89,Salaried,7,162521.52,24,624,2,1.5,2,High School,Rent,Single,Home,1,31812.23,18429.18,7726.57,1
26,Male,28064.88,2338.74,Salaried,0,5459.01,36,670,0,0.0786,0,High School,Mortgage,Single,Personal,0,3276.77,4560.15,183.94,0
38,Male,66095.19,5507.93,Salaried,0,205359.62,12,626,0,1.5,1,Bachelor,Rent,Divorced,Home,0,31701.57,14959.75,18342.16,1
25,Male,4276.02,356.34,Unemployed,0,2028.66,12,601,0,0.3624,0,High School,Rent,Single,Auto,1,6441.81,5287.53,181.19,0
67,Male,10385.85,865.49,Unemployed,0,2000.0,48,642,1,0.1901,0,High School,Mortgage,Single,Auto,0,7177.22,2216.35,53.65,1
45,Male,32669.97,2722.5,Salaried,2,2644.41,48,651,0,0.0261,0,High School,Rent,Single,Auto,0,16548.2,11610.33,70.94,0
22,Male,43031.17,3585.93,Self-Employed,0,17249.17,12,537,0,0.441,2,High School,Own,Married,Auto,2,9906.84,8296.08,1581.4,1
30,Female,78902.47,6575.21,Salaried,8,29829.39,36,741,0,0.1443,0,High School,Mortgage,Married,Education,0,41524.8,20708.49,948.57,0
50,Female,10973.92,914.49,Unemployed,0,6192.74,24,622,0,0.3219,1,High School,Rent,Single,Personal,1,6053.77,4887.69,294.41,1
65,Male,5353.17,446.1,Unemployed,0,2477.25,48,584,1,0.7886,1,Bachelor,Own,Married,Auto,0,6048.91,3725.69,66.46,1
25,Male,119495.36,9957.95,Salaried,2,253296.36,36,618,3,0.9136,1,Master,Rent,Married,Home,0,63255.57,37367.95,8534.56,0
53,Female,131047.44,10920.62,Salaried,25,94799.21,60,642,0,0.1975,1,Bachelor,Rent,Single,Personal,0,12433.99,7397.87,2156.97,0
21,Female,52716.09,4393.01,Salaried,0,94798.32,36,664,0,0.7271,0,Bachelor,Own,Married,Business,0,29746.52,12925.15,3194.13,0
38,Female,41285.89,3440.49,Self-Employed,0,91053.31,24,700,1,1.3031,0,High School,Own,Married,Home,0,16077.32,7755.22,4159.75,0
52,Female,11359.02,946.58,Student,0,34820.68,36,700,1,1.3421,2,Bachelor,Rent,Single,Home,0,7667.39,6207.83,1107.29,1
67,Male,98523.49,8210.29,Salaried,2,76066.54,36,801,1,0.3112,1,Bachelor,Mortgage,Married,Business,0,28555.5,4770.37,2314.09,0
69,Male,151485.38,12623.78,Self-Employed,33,235625.95,36,718,1,0.6146,2,Bachelor,Rent,Married,Home,0,44159.0,8940.57,7492.84,0
31,Male,43067.12,3588.93,Self-Employed,8,40616.72,36,734,1,0.4251,1,High School,Mortgage,Married,Auto,0,3739.59,3154.7,1291.6,0
41,Female,63955.75,5329.65,Salaried,0,244625.41,12,685,3,1.5,0,Master,Rent,Single,Home,0,7875.28,3086.05,21392.85,0
46,Female,110259.58,9188.3,Salaried,17,75737.16,36,583,1,0.3102,2,High School,Rent,Divorced,Auto,0,20024.45,8667.26,2551.88,0
45,Female,86495.51,7207.96,Salaried,0,401172.05,24,617,0,1.5,0,Bachelor,Rent,Married,Home,0,14691.35,9856.34,19072.45,1
42,Male,202625.08,16885.42,Self-Employed,8,468556.31,24,638,2,1.3393,3,PhD,Mortgage,Single,Business,1,70425.61,12552.58,22276.02,1
47,Female,91907.64,7658.97,Salaried,6,289070.77,24,678,0,1.5,0,Bachelor,Mortgage,Married,Home,0,33793.01,17325.66,13206.12,0
69,Male,9573.2,797.77,Student,0,2016.08,36,658,0,0.0851,1,Bachelor,Rent,Married,Auto,0,7575.96,3354.51,67.93,0
33,Male,4111.5,342.62,Unemployed,0,14632.92,36,618,0,0.9861,0,Master,Mortgage,Married,Home,1,5879.29,3544.75,493.04,1
53,Male,108271.03,9022.59,Salaried,29,62359.45,12,773,0,0.5948,3,Bachelor,Mortgage,Single,Education,0,40461.43,23311.51,5367.06,0
54,Female,48389.59,4032.47,Salaried,12,38193.95,36,572,0,0.3424,4,High School,Rent,Single,Business,0,19138.15,3482.1,1380.8,0
61,Male,305816.67,25484.72,Self-Employed,16,848715.29,24,733,0,1.5,0,PhD,Mortgage,Married,Home,0,122001.14,18122.72,38773.34,0
55,Female,97745.99,8145.5,Self-Employed,12,23551.88,36,648,1,0.1348,0,High School,Rent,Divorced,Education,0,41281.33,19357.41,793.56,0
21,Male,112612.96,9384.41,Self-Employed,0,300785.72,36,526,0,1.1587,0,Master,Mortgage,Single,Home,2,0.0,1340.14,10874.12,1
41,Female,52865.89,4405.49,Salaried,12,194580.68,12,609,3,1.5,2,High School,Mortgage,Married,Home,0,13721.36,5821.87,17379.42,1
68,Female,165856.44,13821.37,Self-Employed,41,105160.96,36,667,0,0.2564,0,Bachelor,Rent,Married,Auto,0,32270.0,6813.78,3543.29,0
26,Male,71466.0,5955.5,Salaried,3,72355.53,60,630,1,0.3378,1,Bachelor,Mortgage,Married,Business,0,37597.54,14851.23,1646.31,0
48,Female,146651.01,12220.92,Salaried,5,45577.4,12,641,1,0.3493,0,PhD,Mortgage,Married,Auto,0,31954.87,10354.57,4070.85,0
37,Female,80213.72,6684.48,Salaried,4,75527.04,60,603,0,0.2571,2,Bachelor,Mortgage,Single,Auto,0,21168.15,9578.68,1718.47,0
25,Female,11341.53,945.13,Unemployed,0,39661.2,48,688,1,1.4222,1,High School,Mortgage,Married,Home,0,8529.66,2815.67,986.97,1
51,Female,124522.59,10376.88,Salaried,9,44574.04,36,707,1,0.1621,2,Bachelor,Mortgage,Divorced,Education,0,0.0,1084.23,1417.44,0
25,Female,5814.05,484.5,Student,0,2814.09,12,670,1,0.9063,2,High School,Mortgage,Single,Auto,0,8309.74,6086.75,251.35,0
58,Male,98035.08,8169.59,Self-Employed,13,49693.86,48,742,2,0.2331,0,Bachelor,Mortgage,Married,Auto,0,23056.33,7101.12,1236.63,0
23,Female,68359.96,5696.66,Salaried,2,38633.09,36,629,0,0.2285,1,Master,Rent,Single,Education,0,28623.17,4575.97,1301.7,0
43,Male,81832.23,6819.35,Salaried,10,305957.51,36,677,2,1.5,1,Bachelor,Mortgage,Single,Home,1,24651.41,10972.06,9729.37,1
57,Male,126923.69,10576.97,Salaried,4,63133.62,12,722,0,0.522,1,Bachelor,Rent,Married,Business,0,71075.14,40816.79,5521.13,0
57,Male,144631.63,12052.64,Salaried,35,102709.74,36,646,0,0.2871,0,High School,Rent,Single,Personal,0,0.0,2735.54,3460.7,0
30,Female,41136.03,3428.0,Salaried,2,13865.22,36,608,2,0.363,2,Bachelor,Mortgage,Married,Auto,0,21831.71,10745.38,467.17,0
30,Female,79570.68,6630.89,Salaried,7,133588.51,36,799,1,0.6494,4,Bachelor,Own,Married,Business,0,32974.69,12339.76,4064.02,0
39,Male,81667.05,6805.59,Salaried,4,48784.47,36,838,1,0.2354,4,Bachelor,Rent,Divorced,Business,0,8616.27,2057.02,1484.12,0
37,Female,79380.1,6615.01,Salaried,11,170151.27,36,589,1,0.9221,2,High School,Rent,Single,Home,0,32546.94,18766.33,5733.07,0
41,Female,101972.16,8497.68,Salaried,9,44224.18,36,721,1,0.1815,1,Bachelor,Rent,Single,Personal,0,35075.48,19168.64,1406.32,0
34,Male,29628.18,2469.02,Salaried,1,28676.49,24,710,1,0.5754,0,High School,Rent,Single,Auto,0,4981.83,3114.7,1310.08,0
29,Male,10155.47,846.29,Student,0,8279.68,48,656,0,0.2625,0,Bachelor,Mortgage,Married,Business,0,7128.65,2288.94,222.12,0
66,Female,69328.52,5777.38,Salaried,30,59923.14,36,673,0,0.3298,1,High School,Own,Married,Auto,0,34772.47,6527.82,1905.54,0
21,Male,101919.98,8493.33,Self-Employed,0,40987.18,36,568,0,0.1745,0,Master,Rent,Single,Personal,0,13294.2,8709.06,1481.78,0
